year,month,season,time_period,country_clean,state_clean,activity_group,sex,age,age_group,fatal,type_clean,injury,time_labels
2017,8,Summer,06:00-11:59,USA,CALIFORNIA,Fishing,Male,-1,Unknown,No,Watercraft,"No injury, bow of kayak bitten",morning
2017,7,Summer,18:00-20:59,USA,FLORIDA,Surfing/Boardsports,Male,15,10-19,No,Unprovoked,Lacerations to lower leg,evening
2017,7,Summer,06:00-11:59,USA,CALIFORNIA,Boating/Paddling,Male,40,40-49,No,Watercraft,"No injury, kayak bitten",morning
2017,7,Summer,06:00-11:59,USA,CALIFORNIA,Surfing/Boardsports,Male,50,50-59,No,Unprovoked,"No injury, shark bit paddleboard",morning
2017,7,Summer,18:00-20:59,USA,WASHINGTON,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,Pulled off board by shark but no injury,evening
2017,7,Summer,06:00-11:59,AUSTRALIA,WESTERN AUSTRALIA,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,"Minor injury, grazed by shark",morning
2017,7,Summer,06:00-11:59,USA,CALIFORNIA,Boating/Paddling,Male,-1,Unknown,No,Watercraft,"No injury, kayak bitten",morning
2017,7,Summer,12:00-17:59,USA,FLORIDA,Swimming,Male,46,40-49,No,Unprovoked,Lower legs bitten,afternoon
2017,7,Summer,12:00-17:59,SOUTH AFRICA,EASTERN CAPE PROVINCE,Surfing/Boardsports,Female,13,10-19,No,Unprovoked,"No injury, shark bit surfboard",afternoon
2017,6,Summer,06:00-11:59,USA,FLORIDA,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,1 to 2-inch laceration behind knee,morning
2017,6,Summer,06:00-11:59,AUSTRALIA,WESTERN AUSTRALIA,Surfing/Boardsports,Male,48,40-49,No,Unprovoked,"No injury, board bitten",morning
2017,6,Summer,12:00-17:59,AUSTRALIA,VICTORIA,Surfing/Boardsports,Female,-1,Unknown,No,Unprovoked,"No injury, knocked off board",afternoon
2017,6,Summer,06:00-11:59,USA,FLORIDA,Surfing/Boardsports,Male,19,10-19,No,Unprovoked,Laceration to left foot,morning
2017,5,Spring,06:00-11:59,USA,FLORIDA,Shark interaction,Male,-1,Unknown,No,Unprovoked,Lacerations to right arm,morning
2017,4,Spring,12:00-17:59,USA,CALIFORNIA,Swimming,Female,-1,Unknown,No,Unprovoked,Major injury to posterior thigh,afternoon
2017,4,Spring,12:00-17:59,SOUTH AFRICA,WESTERN CAPE PROVINCE,Surfing/Boardsports,Male,14,10-19,No,Unprovoked,Minor injury to right calf,afternoon
2017,4,Spring,06:00-11:59,USA,SOUTH CAROLINA,Surfing/Boardsports,Female,33,30-39,No,Unprovoked,Left foot bitten,morning
2017,4,Spring,12:00-17:59,AUSTRALIA,WESTERN AUSTRALIA,Surfing/Boardsports,Female,17,10-19,Yes,Unprovoked,FATAL,afternoon
2017,4,Spring,06:00-11:59,USA,HAWAII,Surfing/Boardsports,Male,28,20-29,No,Unprovoked,Lower right leg severely injured,morning
2017,4,Spring,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,17,10-19,No,Unprovoked,Lacerations to right foot,afternoon
2017,4,Spring,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Female,-1,Unknown,No,Unprovoked,Lacerations to right foot,afternoon
2017,4,Spring,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Female,35,30-39,No,Unprovoked,Calf bitten,afternoon
2017,4,Spring,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Female,10,10-19,No,Unprovoked,Laceration to calf,afternoon
2017,4,Spring,12:00-17:59,USA,FLORIDA,Swimming,Female,21,20-29,No,Unprovoked,Minor injury to left hand,afternoon
2017,4,Spring,12:00-17:59,USA,FLORIDA,Swimming,Female,51,50-59,No,Unprovoked,"Thigh nipped, minor injury",afternoon
2017,4,Spring,12:00-17:59,AUSTRALIA,QUEENSLAND,Boating/Paddling,Male,39,30-39,No,Unprovoked,"No injury, shark bit off stern of kayak",afternoon
2017,4,Spring,12:00-17:59,USA,FLORIDA,Swimming,Female,17,10-19,No,Unprovoked,Lacerations to thighs,afternoon
2017,3,Spring,06:00-11:59,USA,FLORIDA,Surfing/Boardsports,Male,58,50-59,No,Unprovoked,Minor injury to left foot,morning
2017,3,Spring,18:00-20:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,30,30-39,No,Unprovoked,Minor,evening
2017,3,Spring,12:00-17:59,USA,CALIFORNIA,Boating/Paddling,Male,-1,Unknown,No,Watercraft,"No injury, kayak bitten",afternoon
2017,2,Winter,06:00-11:59,AUSTRALIA,WESTERN AUSTRALIA,Diving/Snorkeling,Female,-1,Unknown,No,Unprovoked,Hand bitten,morning
2017,2,Winter,06:00-11:59,AUSTRALIA,WESTERN AUSTRALIA,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,"No injury, shark struck board",morning
2017,2,Winter,06:00-11:59,AUSTRALIA,QUEENSLAND,Fishing,Male,26,20-29,No,Unprovoked,Left leg severely bitten,morning
2017,2,Winter,12:00-17:59,USA,FLORIDA,Swimming,Male,22,20-29,No,Unprovoked,Injury to hand,afternoon
2017,1,Winter,12:00-17:59,AUSTRALIA,QUEENSLAND,Diving/Snorkeling,Male,55,50-59,No,Unprovoked,"Multiple injuries to arm, wrist and torso",afternoon
2017,1,Winter,12:00-17:59,AUSTRALIA,QUEENSLAND,Swimming,Male,57,50-59,No,Unprovoked,Injury to hand,afternoon
2017,1,Winter,12:00-17:59,USA,FLORIDA,In Water,Male,47,40-49,No,Unprovoked,Minor injuries to foot,afternoon
2016,12,Winter,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,16,10-19,No,Unprovoked,Lacerations to right forearm,afternoon
2016,12,Winter,06:00-11:59,AUSTRALIA,WESTERN AUSTRALIA,Diving/Snorkeling,Female,-1,Unknown,No,Unprovoked,Buttock bitten,morning
2016,12,Winter,06:00-11:59,SOUTH AFRICA,WESTERN CAPE PROVINCE,Surfing/Boardsports,Male,55,50-59,No,Unprovoked,"No injury, but ski severely damaged",morning
2016,12,Winter,06:00-11:59,AUSTRALIA,WESTERN AUSTRALIA,Diving/Snorkeling,Male,61,60-69,No,Unprovoked,Punctures to left foot/ankle,morning
2016,12,Winter,00:00-05:59,AUSTRALIA,NEW SOUTH WALES,Fishing,Male,20,20-29,No,Provoked,Lacerations to both hands while attempting to land a hooked shark PROVOKED INCIDENT,midnight
2016,12,Winter,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,65,60-69,No,Unprovoked,Injuries to foot & arm,morning
2016,11,Autumn,06:00-11:59,AUSTRALIA,VICTORIA,Fishing,Male,73,70-79,No,Provoked,Laceration to right hand by hooked & gaffed shark. PROVOKED INCIDENT,morning
2016,11,Autumn,06:00-11:59,USA,HAWAII,In Water,Female,58,50-59,No,Unprovoked,Injuries to right calf and thigh,morning
2016,10,Autumn,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,41,40-49,No,Unprovoked,Lacerations to right foot and ankle,afternoon
2016,10,Autumn,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,42,40-49,No,Unprovoked,Lacerations to right hand,afternoon
2016,10,Autumn,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,36,30-39,No,Unprovoked,Lacerations to left thigh,morning
2016,10,Autumn,12:00-17:59,USA,HAWAII,Surfing/Boardsports,Male,36,30-39,No,Unprovoked,Left arm and leg injured,afternoon
2016,10,Autumn,18:00-20:59,AUSTRALIA,QUEENSLAND,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,Torso nipped,evening
2016,10,Autumn,06:00-11:59,USA,HAWAII,Diving/Snorkeling,Female,66,60-69,No,Unprovoked,Injuries to left calf,morning
2016,10,Autumn,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,25,20-29,No,Unprovoked,Minor wound to lower right leg & surfboard bitten,morning
2016,10,Autumn,12:00-17:59,USA,OREGON,Surfing/Boardsports,Male,29,20-29,No,Unprovoked,Wounds to upper thigh and lower leg,afternoon
2016,10,Autumn,06:00-11:59,USA,FLORIDA,Surfing/Boardsports,Male,21,20-29,No,Unprovoked,Cuts to dorsal surface of left foot,morning
2016,10,Autumn,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,32,30-39,No,Unprovoked,Minor injuries,afternoon
2016,9,Autumn,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,16,10-19,No,Unprovoked,Minor injury to thigh,afternoon
2016,9,Autumn,06:00-11:59,USA,FLORIDA,Surfing/Boardsports,Male,36,30-39,No,Unprovoked,Lacerations to hands,morning
2016,9,Autumn,06:00-11:59,USA,FLORIDA,Surfing/Boardsports,Male,43,40-49,No,Unprovoked,Lacerations to lower leg,morning
2016,9,Autumn,12:00-17:59,USA,CALIFORNIA,Surfing/Boardsports,Male,43,40-49,No,Unprovoked,"No injury, board bitten",afternoon
2016,9,Autumn,12:00-17:59,USA,FLORIDA,In Water,Male,60,60-69,No,Unprovoked,Minor injury to arm,afternoon
2016,9,Autumn,12:00-17:59,USA,HAWAII,Swimming,Female,51,50-59,No,Unprovoked,Severe lacerations to shoulder & forearm,afternoon
2016,9,Autumn,12:00-17:59,USA,SOUTH CAROLINA,Surfing/Boardsports,Female,12,10-19,No,Unprovoked,Lacerations & punctures to lower right leg,afternoon
2016,9,Autumn,12:00-17:59,AUSTRALIA,WESTERN AUSTRALIA,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,"No inury, board broken in half by shark",afternoon
2016,8,Summer,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,25,20-29,No,Unprovoked,Lacerations to right foot,afternoon
2016,8,Summer,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,37,30-39,No,Unprovoked,Minor injury to ankle,afternoon
2016,8,Summer,12:00-17:59,USA,FLORIDA,In Water,Male,49,40-49,No,Unprovoked,Minor injury to ankle,afternoon
2016,8,Summer,12:00-17:59,USA,HAWAII,Surfing/Boardsports,Male,21,20-29,No,Unprovoked,"No inury, shark & board collided",afternoon
2016,7,Summer,12:00-17:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,18,10-19,No,Unprovoked,"No injury. Leg rope severed, knocked off board by shark",afternoon
2016,7,Summer,12:00-17:59,AUSTRALIA,QUEENSLAND,Fishing,Male,31,30-39,No,Provoked,Laceration to left calf from hooked shark PROVOKED INCIDENT,afternoon
2016,7,Summer,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Female,9,0-9,No,Unprovoked,Minor injury to leg,afternoon
2016,7,Summer,12:00-17:59,USA,CALIFORNIA,Surfing/Boardsports,Male,61,60-69,No,Unprovoked,"No injury, board damaged",afternoon
2016,7,Summer,06:00-11:59,USA,MASSACHUSETTS,Fishing,Male,59,50-59,No,Provoked,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,morning
2016,7,Summer,12:00-17:59,USA,FLORIDA,Swimming,Female,42,40-49,No,Unprovoked,"Buttocks, thigh, left hand & wrist injured",afternoon
2016,7,Summer,21:00-23:59,AUSTRALIA,QUEENSLAND,Fishing,Male,34,30-39,No,Provoked,Right thigh injured by hooked pregnant female shark PROVOKED INCIDENT,night
2016,6,Summer,12:00-17:59,USA,NORTH CAROLINA,Surfing/Boardsports,Male,11,10-19,No,Unprovoked,Foot injured,afternoon
2016,6,Summer,12:00-17:59,USA,SOUTH CAROLINA,In Water,Male,42,40-49,No,Unprovoked,Lacerations and punctures to foot,afternoon
2016,6,Summer,12:00-17:59,USA,FLORIDA,In Water,Male,-1,Unknown,No,Unprovoked,Injuries to right calf,afternoon
2016,6,Summer,06:00-11:59,USA,HAWAII,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,Single puncture wound to arm,morning
2016,6,Summer,12:00-17:59,USA,TEXAS,In Water,Female,6,0-9,No,Unprovoked,Injury to lower leg,afternoon
2016,6,Summer,12:00-17:59,USA,NORTH CAROLINA,In Water,Male,19,10-19,No,Unprovoked,Laceration to wrist,afternoon
2016,6,Summer,06:00-11:59,USA,FLORIDA,Swimming,Male,64,60-69,No,Unprovoked,Leg bitten,morning
2016,6,Summer,06:00-11:59,AUSTRALIA,WESTERN AUSTRALIA,Diving/Snorkeling,Female,60,60-69,Yes,Unprovoked,FATAL,morning
2016,5,Spring,12:00-17:59,AUSTRALIA,WESTERN AUSTRALIA,Surfing/Boardsports,Male,29,20-29,Yes,Unprovoked,FATAL,afternoon
2016,5,Spring,12:00-17:59,USA,CALIFORNIA,Swimming,Female,52,50-59,No,Unprovoked,Injuries to arm and shoulder,afternoon
2016,5,Spring,12:00-17:59,USA,FLORIDA,Swimming,Male,13,10-19,No,Unprovoked,Injury to posterior right leg,afternoon
2016,5,Spring,12:00-17:59,USA,FLORIDA,Swimming,Female,57,50-59,No,Unprovoked,Puncture wounds to thigh,afternoon
2016,5,Spring,18:00-20:59,USA,FLORIDA,Swimming,Female,22,20-29,No,Unprovoked,Lacerations and puncture wounds to foot and ankle,evening
2016,5,Spring,12:00-17:59,USA,FLORIDA,Swimming,Female,11,10-19,No,Unprovoked,"Back, arm & hand injured",afternoon
2016,5,Spring,06:00-11:59,USA,FLORIDA,Swimming,Male,48,40-49,No,Unprovoked,Ankle bitten,morning
2016,5,Spring,12:00-17:59,USA,FLORIDA,Shark interaction,Female,23,20-29,No,Provoked,Arm grabbed PROVOKED INCIDENT,afternoon
2016,5,Spring,12:00-17:59,USA,HAWAII,In Water,Male,59,50-59,No,Unprovoked,Minor lacerations to right shoulder,afternoon
2016,4,Spring,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,15,10-19,No,Unprovoked,Minor injury to left foot,afternoon
2016,4,Spring,06:00-11:59,SOUTH AFRICA,WESTERN CAPE PROVINCE,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,"No injury, surf-ski bitten",morning
2016,4,Spring,12:00-17:59,AUSTRALIA,NEW SOUTH WALES,Swimming,Male,12,10-19,No,Unprovoked,Minor puncture wound to foot,afternoon
2016,3,Spring,06:00-11:59,USA,HAWAII,Diving/Snorkeling,Female,46,40-49,No,Unprovoked,Minor injury to left foot,morning
2016,3,Spring,18:00-20:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,22,20-29,No,Unprovoked,Severe injury to thigh,evening
2016,3,Spring,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,41,40-49,No,Unprovoked,"No injury, board dented",morning
2016,3,Spring,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,19,10-19,No,Unprovoked,Lacerations to right foot and ankle,afternoon
2016,3,Spring,21:00-23:59,AUSTRALIA,SOUTH AUSTRALIA,Fishing,Male,-1,Unknown,No,Unprovoked,Puncture wounds to right calf,night
2016,2,Winter,12:00-17:59,AUSTRALIA,QUEENSLAND,In Water,Female,45,40-49,No,Unprovoked,Foot nipped,afternoon
2016,2,Winter,12:00-17:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,40,40-49,No,Unprovoked,"No injury, shark bit board",afternoon
2016,1,Winter,12:00-17:59,USA,HAWAII,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,Lacerations to both hands,afternoon
2016,1,Winter,06:00-11:59,USA,HAWAII,Surfing/Boardsports,Female,15,10-19,No,Unprovoked,No injury,morning
2016,1,Winter,06:00-11:59,USA,TEXAS,Fishing,Male,-1,Unknown,No,Unprovoked,"Bruised ribs & tail bone, speargun broken and wetsuit cut",morning
2016,1,Winter,06:00-11:59,USA,HAWAII,Surfing/Boardsports,Male,48,40-49,No,Unprovoked,No injury,morning
2016,1,Winter,12:00-17:59,AUSTRALIA,QUEENSLAND,In Water,Male,11,10-19,No,Unprovoked,Laceration to right calf,afternoon
2016,1,Winter,06:00-11:59,AUSTRALIA,QUEENSLAND,Fishing,Male,31,30-39,No,Unprovoked,Lacerations to arms & leg,morning
2015,12,Winter,06:00-11:59,SOUTH AFRICA,KWAZULU-NATAL,Fishing,Male,-1,Unknown,No,Watercraft,"No injury, kayak damaged",morning
2015,12,Winter,06:00-11:59,USA,HAWAII,Surfing/Boardsports,Male,71,70-79,No,Unprovoked,"No injury, shark bit board",morning
2015,12,Winter,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,43,40-49,No,Unprovoked,"No injury, shark leapt on surfboard",morning
2015,12,Winter,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Fishing,Unknown,-1,Unknown,No,Watercraft,"No injury, shark rammed boat & bit motor",morning
2015,12,Winter,06:00-11:59,SOUTH AFRICA,EASTERN CAPE PROVINCE,Swimming,Female,22,20-29,No,Unprovoked,Lacerations to both hands and forearms,morning
2015,11,Autumn,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,Right heel injured,afternoon
2015,11,Autumn,06:00-11:59,USA,FLORIDA,Swimming,Female,-1,Unknown,No,Unprovoked,Leg injured,morning
2015,11,Autumn,18:00-20:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,20,20-29,No,Unprovoked,Injury to left thigh,evening
2015,11,Autumn,06:00-11:59,USA,HAWAII,Swimming,Male,54,50-59,No,Unprovoked,Laceration to right ankle,morning
2015,11,Autumn,12:00-17:59,USA,FLORIDA,In Water,Female,28,20-29,No,Unprovoked,Injury to right ankle/calf & hand,afternoon
2015,10,Autumn,12:00-17:59,USA,HAWAII,Surfing/Boardsports,Male,10,10-19,No,Unprovoked,"Lacerations & puncture wounds to right thigh, calf & ankle",afternoon
2015,10,Autumn,12:00-17:59,SOUTH AFRICA,WESTERN CAPE PROVINCE,Surfing/Boardsports,Male,42,40-49,No,Unprovoked,"Lacerations to right calf, knee & hip",afternoon
2015,10,Autumn,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,21,20-29,No,Unprovoked,Lacerations to left hand,afternoon
2015,10,Autumn,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,21,20-29,No,Unprovoked,Left foot bitten,afternoon
2015,10,Autumn,06:00-11:59,USA,HAWAII,Swimming,Male,44,40-49,No,Unprovoked,Severe injuries to lower legs. Foot later surgically amputated.,morning
2015,10,Autumn,06:00-11:59,USA,CALIFORNIA,Fishing,Male,-1,Unknown,No,Watercraft,"No injury, shark rammed kayak repeatedly",morning
2015,10,Autumn,12:00-17:59,USA,SOUTH CAROLINA,Surfing/Boardsports,Female,9,0-9,No,Unprovoked,Laceration to forearm,afternoon
2015,10,Autumn,06:00-11:59,USA,HAWAII,Surfing/Boardsports,Male,25,20-29,No,Unprovoked,"Left leg severed below the knee, defense injuries to left hand",morning
2015,10,Autumn,12:00-17:59,AUSTRALIA,WESTERN AUSTRALIA,Surfing/Boardsports,Male,18,10-19,No,Unprovoked,Foot injured,afternoon
2015,10,Autumn,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,22,20-29,No,Unprovoked,2 lacerations to ankle,afternoon
2015,10,Autumn,06:00-11:59,USA,TEXAS,In Water,Male,13,10-19,No,Unprovoked,Foot & hands bitten,morning
2015,10,Autumn,06:00-11:59,USA,FLORIDA,Surfing/Boardsports,Male,14,10-19,No,Unprovoked,Severe lacerations to left hand,morning
2015,9,Autumn,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,22,20-29,No,Unprovoked,"Laceration to heel, puncture wounds to dorsum of foot",afternoon
2015,9,Autumn,12:00-17:59,AUSTRALIA,QUEENSLAND,Diving/Snorkeling,Female,7,0-9,No,Unprovoked,Laceration to leg,afternoon
2015,9,Autumn,06:00-11:59,USA,CALIFORNIA,Fishing,Male,-1,Unknown,No,Watercraft,"No injury, kayak damaged",morning
2015,9,Autumn,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,14,10-19,No,Unprovoked,Minor injury to left ankle,afternoon
2015,9,Autumn,12:00-17:59,USA,HAWAII,Fishing,Male,27,20-29,No,Unprovoked,Severe laceration to left leg,afternoon
2015,9,Autumn,12:00-17:59,USA,FLORIDA,In Water,Male,12,10-19,No,Unprovoked,Significant injuries to leg,afternoon
2015,9,Autumn,06:00-11:59,USA,FLORIDA,Fishing,Male,16,10-19,No,Unprovoked,Injury to right hand / wrist,morning
2015,9,Autumn,18:00-20:59,USA,FLORIDA,Swimming,Male,-1,Unknown,No,Unprovoked,Lacerations to calf,evening
2015,9,Autumn,12:00-17:59,USA,FLORIDA,Surfing/Boardsports,Male,20,20-29,No,Unprovoked,Injury to right foot,afternoon
2015,9,Autumn,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,42,40-49,No,Unprovoked,Minor laceration to hand,morning
2015,9,Autumn,12:00-17:59,USA,CALIFORNIA,Surfing/Boardsports,Female,50,50-59,No,Unprovoked,"No injury, shark struck board, tossing her into the sea",afternoon
2015,9,Autumn,12:00-17:59,USA,CALIFORNIA,Fishing,Male,29,20-29,No,Provoked,Laceration to dorsum of foot by hooked shark  PROVOKED INCIDENT,afternoon
2015,9,Autumn,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,62,60-69,No,Unprovoked,Inuries to lower left leg & ankle,morning
2015,8,Summer,06:00-11:59,USA,CALIFORNIA,Surfing/Boardsports,Female,54,50-59,No,Unprovoked,"No injury, surfboard bitten",morning
2015,8,Summer,06:00-11:59,USA,CALIFORNIA,Surfing/Boardsports,Male,21,20-29,No,Unprovoked,"No injury, shark struk sufer's leg and his board",morning
2015,8,Summer,12:00-17:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,38,30-39,No,Unprovoked,Severe laceration to left buttock & thigh,afternoon
2015,8,Summer,12:00-17:59,USA,SOUTH CAROLINA,Surfing/Boardsports,Male,15,10-19,No,Unprovoked,"Injuries to left calf, arm and hand",afternoon
2015,8,Summer,12:00-17:59,USA,FLORIDA,In Water,Female,10,10-19,No,Unprovoked,Lacerations to right leg,afternoon
2015,8,Summer,06:00-11:59,USA,CALIFORNIA,Fishing,Male,22,20-29,No,Watercraft,"No injury, kayak bitten",morning
2015,8,Summer,06:00-11:59,USA,CALIFORNIA,Fishing,Male,57,50-59,No,Provoked,Right hand bitten  PROVOKED INCIDENT,morning
2015,7,Summer,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,52,50-59,No,Unprovoked,"Lacerations and puncture wounds to hip, thigh, arm and hand",morning
2015,7,Summer,18:00-20:59,USA,FLORIDA,Surfing/Boardsports,Male,25,20-29,No,Unprovoked,Minor injury to sole of foot,evening
2015,7,Summer,06:00-11:59,AUSTRALIA,TASMANIA,Fishing,Male,46,40-49,Yes,Unprovoked,FATAL,morning
2015,7,Summer,06:00-11:59,USA,CALIFORNIA,Surfing/Boardsports,Male,38,30-39,No,Unprovoked,"No injury, shark bumped & damaged board",morning
2015,7,Summer,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,52,50-59,No,Unprovoked,"No injury, shark bit surfboard",morning
2015,7,Summer,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,32,30-39,No,Unprovoked,Significant injuries to lower legs,morning
2015,7,Summer,12:00-17:59,USA,NORTH CAROLINA,Swimming,Male,68,60-69,No,Unprovoked,"Injuries to torso, hip, lower leg & hands",afternoon
2015,6,Summer,18:00-20:59,USA,SOUTH CAROLINA,In Water,Male,12,10-19,No,Unprovoked,Shallow lacerations & puncture to lateral left leg,evening
2015,6,Summer,12:00-17:59,USA,NORTH CAROLINA,Swimming,Male,18,10-19,No,Unprovoked,"Injuries to right calf, buttock and both hands",afternoon
2015,6,Summer,12:00-17:59,SOUTH AFRICA,WESTERN CAPE PROVINCE,Surfing/Boardsports,Male,19,10-19,No,Unprovoked,"Right leg severed, multiple lacerations to left leg",afternoon
2015,6,Summer,12:00-17:59,SOUTH AFRICA,WESTERN CAPE PROVINCE,Surfing/Boardsports,Male,23,20-29,No,Unprovoked,Multiple lacerations to torso & leg,afternoon
2015,6,Summer,06:00-11:59,USA,SOUTH CAROLINA,In Water,Male,43,40-49,No,Unprovoked,Puncture wounds to foot,morning
2015,6,Summer,06:00-11:59,USA,NORTH CAROLINA,Surfing/Boardsports,Male,47,40-49,No,Unprovoked,Multiple lacerations to back,morning
2015,6,Summer,12:00-17:59,USA,NORTH CAROLINA,Swimming,Male,6,0-9,No,Unprovoked,Minor injury to foot,afternoon
2015,6,Summer,12:00-17:59,USA,FLORIDA,Swimming,Male,10,10-19,No,Unprovoked,Minor injury to calf ,afternoon
2015,6,Summer,12:00-17:59,USA,NORTH CAROLINA,In Water,Male,16,10-19,No,Unprovoked,Arm amputated below shoulder,afternoon
2015,6,Summer,12:00-17:59,USA,NORTH CAROLINA,In Water,Female,12,10-19,No,Unprovoked,Left arm amputated at elbow & severe injury to leg,afternoon
2015,6,Summer,12:00-17:59,USA,NORTH CAROLINA,Surfing/Boardsports,Female,13,10-19,No,Unprovoked,Minor lacerations to foot,afternoon
2015,6,Summer,06:00-11:59,USA,FLORIDA,In Water,Male,11,10-19,No,Unprovoked,Lacerations to right calf,morning
2015,5,Spring,12:00-17:59,USA,FLORIDA,In Water,Female,14,10-19,No,Unprovoked,Left foot bitten,afternoon
2015,5,Spring,12:00-17:59,USA,FLORIDA,In Water,Female,19,10-19,No,Unprovoked,Minor lacerations to dorsum of right foot,afternoon
2015,5,Spring,12:00-17:59,USA,FLORIDA,Swimming,Male,-1,Unknown,No,Unprovoked,"Lacerations to lower left leg, ankle & foot",afternoon
2015,5,Spring,12:00-17:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,Injuries to left arm & right hand,afternoon
2015,5,Spring,12:00-17:59,SOUTH AFRICA,EASTERN CAPE PROVINCE,Diving/Snorkeling,Male,29,20-29,No,Unprovoked,"Injuries to leg, left arm & both hands",afternoon
2015,4,Spring,06:00-11:59,USA,HAWAII,Diving/Snorkeling,Female,65,60-69,Yes,Unprovoked,FATAL,morning
2015,4,Spring,12:00-17:59,USA,FLORIDA,In Water,Male,63,60-69,No,Unprovoked,Lacerations to left calf,afternoon
2015,4,Spring,06:00-11:59,AUSTRALIA,SOUTH AUSTRALIA,Surfing/Boardsports,Male,26,20-29,No,Unprovoked,Leg severed at mid-thigh,morning
2015,6,Summer,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,71,70-79,No,Unprovoked,"No injury, knocked off ski",morning
2015,4,Spring,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,-1,Unknown,No,Unprovoked,Ankle injured,morning
2015,4,Spring,12:00-17:59,USA,FLORIDA,Fishing,Male,70,70-79,No,Unprovoked,Injuries to head & torso,afternoon
2015,3,Spring,06:00-11:59,USA,HAWAII,Diving/Snorkeling,Male,58,50-59,No,Unprovoked,Lacerations to left forearm. Lacerations to left hand and thigh,morning
2015,3,Spring,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Fishing,Male,-1,Unknown,No,Watercraft,Bruised in falling overboard as shark bumped boat,morning
2015,2,Winter,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,41,40-49,Yes,Unprovoked,FATAL,morning
2015,2,Winter,06:00-11:59,AUSTRALIA,NEW SOUTH WALES,Surfing/Boardsports,Male,35,30-39,No,Unprovoked,Laceration & puncture wounds to right flank & hip,morning
2015,1,Winter,00:00-05:59,AUSTRALIA,QUEENSLAND,Boating/Paddling,Male,57,50-59,No,Watercraft,"No injury, shark's teeth scratched hull",midnight
2015,1,Winter,00:00-05:59,USA,HAWAII,Fishing,Male,20,20-29,No,Provoked,Lacerations to calf by hooked shark PROVOKED INCIDENT,midnight
